School Name,Division Name,Bachelors_Percent,Masters_Percent,Doctoral_Percent
Joseph P. King Jr. Middle,Franklin City Public Schools,58.0,29.0,4.0
Joseph T. Henley Middle,Albemarle County Public Schools,37.0,58.0,1.0
Joseph Van Pelt Elementary,Bristol City Public Schools,58.0,42.0,0.0
Jouett Elementary,Louisa County Public Schools,50.0,47.0,2.0
Journey Middle,Albemarle County Public Schools,27.0,68.0,4.0
Justice High,Fairfax County Public Schools,27.0,70.0,2.0
Kate Waller Barrett Elementary,Stafford County Public Schools,53.0,45.0,0.0
Katherine Johnson Elementary,Newport News City Public Schools,36.0,51.0,0.0
Kecoughtan High,Hampton City Public Schools,51.0,41.0,4.0
Keene Mill Elementary,Fairfax County Public Schools,21.0,76.0,2.0
Kegotank Elementary,Accomack County Public Schools,72.0,25.0,0.0
Keister Elementary,Harrisonburg City Public Schools,43.0,57.0,0.0
Kempsville Elementary,Virginia Beach City Public Schools,49.0,46.0,0.0
Kempsville High,Virginia Beach City Public Schools,46.0,48.0,1.0
Kempsville Meadows Elementary,Virginia Beach City Public Schools,45.0,53.0,0.0
Kempsville Middle,Virginia Beach City Public Schools,46.0,49.0,3.0
Kenbridge Elementary,Lunenburg County Public Schools,57.0,40.0,3.0
Kenmore Middle,Arlington County Public Schools,25.0,70.0,1.0
Kenneth W.Culbert Elementary,Loudoun County Public Schools,19.0,81.0,0.0
Kent Gardens Elementary,Fairfax County Public Schools,35.0,64.0,0.0
Kentuck Elementary,Pittsylvania County Public Schools,56.0,44.0,0.0
Kerrydale Elementary,Prince William County Public Schools,43.0,57.0,0.0
Kersey Creek Elementary,Hanover County Public Schools,24.0,74.0,0.0
Kettle Run High,Fauquier County Public Schools,38.0,50.0,2.0
Key Center,Fairfax County Public Schools,39.0,57.0,0.0
Key Middle,Fairfax County Public Schools,20.0,79.0,1.0
Kilby Shores Elementary,Suffolk City Public Schools,39.0,53.0,0.0
Kilmer Center,Fairfax County Public Schools,13.0,83.0,0.0
Kilmer Middle,Fairfax County Public Schools,20.0,78.0,1.0
Kiln Creek Elementary,Newport News City Public Schools,34.0,50.0,2.0
King & Queen Elementary,King and Queen County Public Schools,62.0,35.0,3.0
King George Elementary,King George County Public Schools,35.0,61.0,1.0
King George High,King George County Public Schools,39.0,46.0,2.0
King George Middle,King George County Public Schools,46.0,40.0,1.0
King William High,King William County Public Schools,48.0,48.0,0.0
King's Fork High,Suffolk City Public Schools,52.0,41.0,1.0
King's Fork Middle,Suffolk City Public Schools,46.0,46.0,0.0
King's Grant Elementary,Virginia Beach City Public Schools,46.0,46.0,0.0
Kings Glen Elementary,Fairfax County Public Schools,26.0,69.0,5.0
Kings Park Elementary,Fairfax County Public Schools,32.0,64.0,0.0
Kingston Elementary,Virginia Beach City Public Schools,50.0,50.0,0.0
Kipps Elementary,Montgomery County Public Schools,38.0,59.0,3.0
Kiptopeke Elementary,Northampton County Public Schools,59.0,36.0,3.0
Kyle R. Wilson Elementary,Prince William County Public Schools,44.0,55.0,2.0
L. Douglas Wilder Middle,Henrico County Public Schools,35.0,60.0,1.0
L.F. Addington Middle,Wise County Public Schools,69.0,25.0,3.0
L.L. Beazley Elementary,Prince George County Public Schools,57.0,36.0,0.0
Laburnum Elementary,Henrico County Public Schools,29.0,68.0,0.0
Lacey Spring Elementary,Rockingham County Public Schools,43.0,52.0,5.0
Lafayette Elementary,Fredericksburg City Public Schools,42.0,54.0,2.0
Lafayette High,Williamsburg-James City County Public Schools,31.0,63.0,3.0
Lake Anne Elementary,Fairfax County Public Schools,33.0,67.0,0.0
Lake Braddock Secondary,Fairfax County Public Schools,28.0,69.0,0.0
Lake Ridge Elementary,Prince William County Public Schools,38.0,60.0,0.0
Lake Ridge Middle,Prince William County Public Schools,31.0,66.0,1.0
Lake Taylor,Norfolk City Public Schools,42.0,49.0,1.0
Lakeland High,Suffolk City Public Schools,45.0,48.0,0.0
Lakemont Elementary,Petersburg City Public Schools,56.0,42.0,0.0
Lakeside Elementary,Henrico County Public Schools,34.0,63.0,0.0
Lakeside Middle,Albemarle County Public Schools,37.0,57.0,4.0
Lakeview Elementary,Colonial Heights City Public Schools,44.0,50.0,3.0
Lakeview Elementary,Portsmouth City Public Schools,40.0,46.0,8.0
Lancaster High,Lancaster County Public Schools,50.0,44.0,0.0
Lancaster Middle,Lancaster County Public Schools,50.0,41.0,6.0
Lancaster Primary,Lancaster County Public Schools,55.0,42.0,3.0
Landstown Elementary,Virginia Beach City Public Schools,42.0,58.0,0.0
Landstown High,Virginia Beach City Public Schools,40.0,57.0,1.0
Landstown Middle,Virginia Beach City Public Schools,51.0,48.0,1.0
Lane Elementary,Fairfax County Public Schools,42.0,56.0,2.0
Langley High,Fairfax County Public Schools,19.0,76.0,5.0
Larchmont Elementary,Norfolk City Public Schools,25.0,72.0,3.0
Larkspur Middle,Virginia Beach City Public Schools,48.0,50.0,0.0
Larrymore Elementary,Norfolk City Public Schools,39.0,59.0,0.0
Laurel Elementary,Carroll County Public Schools,48.0,52.0,0.0
Laurel Hill Elementary,Fairfax County Public Schools,35.0,65.0,0.0
Laurel Lane Elementary,Williamsburg-James City County Public Schools,37.0,59.0,2.0
Laurel Meadow Elementary,Hanover County Public Schools,30.0,65.0,0.0
Laurel Ridge Elementary,Fairfax County Public Schools,26.0,73.0,1.0
Lawson-Marriott Elementary,King and Queen County Public Schools,49.0,43.0,2.0
Lebanon Elementary,Russell County Public Schools,52.0,40.0,0.0
Lebanon High,Russell County Public Schools,64.0,33.0,1.0
Lebanon Middle,Russell County Public Schools,52.0,44.0,0.0
Lee High,Lee County Public Schools,50.0,35.0,3.0
Lee Hill Elementary,Spotsylvania County Public Schools,43.0,57.0,0.0
Lee M. Waid Elementary,Franklin County Public Schools,61.0,34.0,0.0
Lees Corner Elementary,Fairfax County Public Schools,26.0,74.0,0.0
Leesburg Elementary,Loudoun County Public Schools,24.0,76.0,0.0
Leesville Road Elementary,Campbell County Public Schools,57.0,43.0,0.0
Leesylvania Elementary,Prince William County Public Schools,37.0,62.0,2.0
Lemon Road Elementary,Fairfax County Public Schools,38.0,60.0,0.0
Leslie Fox Keyser Elementary,Warren County Public Schools,57.0,39.0,0.0
Leslie H. Walton Middle,Albemarle County Public Schools,36.0,64.0,0.0
Lewis High,Fairfax County Public Schools,22.0,73.0,2.0
Lewis and Clark Elementary,Caroline County Public Schools,58.0,42.0,0.0
Liberty Elementary,Loudoun County Public Schools,29.0,70.0,1.0
Liberty High,Bedford County Public Schools,45.0,51.0,0.0
Liberty High,Fauquier County Public Schools,37.0,58.0,1.0
Liberty Middle,Bedford County Public Schools,44.0,52.0,0.0
Liberty Middle,Fairfax County Public Schools,17.0,81.0,2.0
Liberty Middle,Hanover County Public Schools,43.0,53.0,2.0
Lightfoot Elementary,Orange County Public Schools,36.0,46.0,0.0
Lightridge High,Loudoun County Public Schools,25.0,69.0,5.0
Lincoln Elementary,Loudoun County Public Schools,7.0,90.0,3.0
Lincoln Terrace Elementary,Roanoke City Public Schools,44.0,40.0,0.0
Lindenwood Elementary,Norfolk City Public Schools,34.0,62.0,3.0
Linkhorn Park Elementary,Virginia Beach City Public Schools,36.0,64.0,0.0
Linkhorne Elementary,Lynchburg City Public Schools,56.0,42.0,0.0
Linkhorne Middle,Lynchburg City Public Schools,48.0,45.0,2.0
Linville-Edom Elementary,Rockingham County Public Schools,39.0,61.0,0.0
Linwood Holton Elementary,Richmond City Public Schools,47.0,47.0,0.0
Little Creek Elementary,Norfolk City Public Schools,43.0,50.0,3.0
Little River Elementary,Loudoun County Public Schools,23.0,76.0,1.0
Little Run Elementary,Fairfax County Public Schools,38.0,62.0,0.0
Livingston Elementary,Spotsylvania County Public Schools,53.0,44.0,0.0
Lloyd C. Bird High,Chesterfield County Public Schools,37.0,60.0,2.0
Loch Lomond Elementary,Prince William County Public Schools,31.0,69.0,0.0
Locust Grove Elementary,Orange County Public Schools,51.0,41.0,3.0
Locust Grove Middle,Orange County Public Schools,41.0,51.0,2.0
Lois Hornsby Middle,Williamsburg-James City County Public Schools,35.0,59.0,0.0
London Towne Elementary,Fairfax County Public Schools,24.0,72.0,0.0
Long Branch Elementary,Arlington County Public Schools,18.0,77.0,2.0
Longdale Elementary,Henrico County Public Schools,42.0,58.0,0.0
Longfellow Middle,Fairfax County Public Schools,36.0,60.0,2.0
Lord Botetourt High,Botetourt County Public Schools,39.0,49.0,2.0
Lorton Station Elementary,Fairfax County Public Schools,34.0,66.0,0.0
Loudoun County High,Loudoun County Public Schools,23.0,76.0,1.0
Loudoun Valley High,Loudoun County Public Schools,25.0,71.0,3.0
Louisa County High,Louisa County Public Schools,51.0,42.0,0.0
Louisa County Middle,Louisa County Public Schools,50.0,47.0,0.0
Louise A. Benton Middle,Prince William County Public Schools,28.0,71.0,0.0
Lovettsville Elementary,Loudoun County Public Schools,27.0,70.0,0.0
Lowes Island Elementary,Loudoun County Public Schools,20.0,77.0,2.0
Lucille M. Brown Middle,Richmond City Public Schools,47.0,49.0,2.0
Lucketts Elementary,Loudoun County Public Schools,19.0,78.0,3.0
Lunenburg Middle,Lunenburg County Public Schools,51.0,46.0,0.0
Luray Elementary,Page County Public Schools,55.0,40.0,0.0
Luray High,Page County Public Schools,48.0,46.0,2.0
Luray Middle,Page County Public Schools,55.0,39.0,4.0
Luther P. Jackson Middle,Surry County Public Schools,52.0,44.0,0.0
Luxford Elementary,Virginia Beach City Public Schools,48.0,48.0,3.0
Lylburn Downing Middle,Lexington City Public Schools,42.0,53.0,5.0
Lyles-Crouch Elementary,Alexandria City Public Schools,10.0,81.0,10.0
Lynbrook Elementary,Fairfax County Public Schools,19.0,81.0,0.0
Lynnhaven Elementary,Virginia Beach City Public Schools,39.0,61.0,0.0
Lynnhaven Middle,Virginia Beach City Public Schools,45.0,53.0,2.0
Mack Benn Jr. Elementary,Suffolk City Public Schools,48.0,48.0,0.0
Macy Mcclaugherty Elementary/Middle,Giles County Public Schools,57.0,42.0,1.0
Madison County High,Madison County Public Schools,50.0,39.0,4.0
Madison Elementary,Caroline County Public Schools,55.0,39.0,0.0
Madison Heights Elementary,Amherst County Public Schools,51.0,49.0,0.0
Madison High,Fairfax County Public Schools,22.0,75.0,2.0
Madison's Trust Elementary,Loudoun County Public Schools,19.0,80.0,1.0
Magna Vista High,Henry County Public Schools,48.0,46.0,0.0
Magruder Elementary,York County Public Schools,32.0,66.0,0.0
Malibu Elementary,Virginia Beach City Public Schools,45.0,55.0,0.0
Manassas Park Elementary,Manassas Park City Public Schools,51.0,48.0,0.0
Manassas Park High,Manassas Park City Public Schools,38.0,59.0,0.0
Manassas Park Middle,Manassas Park City Public Schools,49.0,46.0,3.0
Manchester High,Chesterfield County Public Schools,39.0,59.0,0.0
Manchester Middle,Chesterfield County Public Schools,48.0,47.0,1.0
Manor High,Portsmouth City Public Schools,47.0,46.0,3.0
Mantua Elementary,Fairfax County Public Schools,20.0,79.0,0.0
Margaret Beeks Elementary,Montgomery County Public Schools,45.0,50.0,3.0
Margaret M. Pierce Elementary,Fauquier County Public Schools,47.0,53.0,0.0
Marguerite F. Christian Elementary,Chesterfield County Public Schools,45.0,55.0,0.0
Marion Elementary,Smyth County Public Schools,36.0,56.0,3.0
Marion Middle,Smyth County Public Schools,68.0,32.0,0.0
Marion Senior High,Smyth County Public Schools,52.0,47.0,0.0
Marshall High,Fairfax County Public Schools,25.0,70.0,4.0
Marshall Middle,Fauquier County Public Schools,39.0,57.0,4.0
Marshall Road Elementary,Fairfax County Public Schools,33.0,64.0,0.0
Martin Luther King Jr. Elementary,Prince William County Public Schools,29.0,66.0,0.0
Martinsville High,Martinsville City Public Schools,52.0,42.0,2.0
Martinsville Middle,Martinsville City Public Schools,55.0,43.0,0.0
Marumsco Hills Elementary,Prince William County Public Schools,37.0,61.0,0.0
Mary Calcott Elementary,Norfolk City Public Schools,45.0,48.0,0.0
Mary Carr Greer Elementary,Albemarle County Public Schools,30.0,67.0,0.0
Mary Ellen Henderson Middle,Falls Church City Public Schools,19.0,77.0,2.0
Mary G. Porter Traditional,Prince William County Public Schools,29.0,67.0,4.0
Mary Munford Elementary,Richmond City Public Schools,12.0,88.0,0.0
Mary Passage Middle,Newport News City Public Schools,32.0,52.0,1.0
Mary S. Peake Elementary,Hampton City Public Schools,47.0,47.0,0.0
Mary T. Christian Elementary,Hampton City Public Schools,57.0,43.0,0.0
Mary W. Jackson Elementary,Hampton City Public Schools,38.0,57.0,5.0
Mary Walter Elementary,Fauquier County Public Schools,56.0,33.0,0.0
Mason Crest Elementary,Fairfax County Public Schools,26.0,72.0,2.0
Mason's Cove Elementary,Roanoke County Public Schools,40.0,56.0,0.0
Massaponax High,Spotsylvania County Public Schools,46.0,50.0,1.0
Mathews Elementary,Mathews County Public Schools,47.0,50.0,0.0
Mathews High,Mathews County Public Schools,45.0,50.0,0.0
Matoaca Elementary,Chesterfield County Public Schools,45.0,49.0,0.0
Matoaca High,Chesterfield County Public Schools,43.0,51.0,3.0
Matoaca Middle,Chesterfield County Public Schools,47.0,49.0,1.0
Matoaka Elementary,Williamsburg-James City County Public Schools,33.0,60.0,0.0
Matthew Whaley Elementary,Williamsburg-James City County Public Schools,28.0,65.0,0.0
Maude Trevvett Elementary,Henrico County Public Schools,39.0,61.0,0.0
Maury River Middle,Rockbridge County Public Schools,40.0,54.0,3.0
Max Meadows Elementary,Wythe County Public Schools,48.0,48.0,0.0
Maybeury Elementary,Henrico County Public Schools,40.0,54.0,3.0
Mayfield Intermediate,Manassas City Public Schools,32.0,65.0,2.0
McCleary Elementary,Craig County Public Schools,73.0,27.0,0.0
McGaheysville Elementary,Rockingham County Public Schools,48.0,52.0,0.0
McLean High,Fairfax County Public Schools,20.0,78.0,2.0
McNair Upper Elementary,Fairfax County Public Schools,31.0,67.0,2.0
Meadow View Elementary,Henry County Public Schools,60.0,40.0,0.0
Meadowbrook High,Chesterfield County Public Schools,42.0,49.0,2.0
Meadowland Elementary,Loudoun County Public Schools,27.0,71.0,0.0
Meadowview Elementary,Washington County Public Schools,50.0,47.0,0.0
Meadville Elementary,Halifax County Public Schools,50.0,46.0,4.0
Mechanicsville Elementary,Hanover County Public Schools,29.0,67.0,0.0
Mechanicsville High,Hanover County Public Schools,27.0,71.0,1.0
Meherrin Elementary,Southampton County Public Schools,54.0,46.0,0.0
Meherrin Powellton Elementary,Brunswick County Public Schools,63.0,38.0,0.0
Menchville High,Newport News City Public Schools,32.0,50.0,0.0
Meridian High,Falls Church City Public Schools,19.0,76.0,3.0
Meriwether Lewis Elementary,Albemarle County Public Schools,28.0,66.0,0.0
Metompkin Elementary,Accomack County Public Schools,59.0,36.0,0.0
Middlesex Elementary,Middlesex County Public Schools,52.0,39.0,0.0
Middlesex High,Middlesex County Public Schools,46.0,46.0,0.0
Middletown Elementary,Frederick County Public Schools,53.0,45.0,0.0
Midlothian High,Chesterfield County Public Schools,45.0,50.0,3.0
Midlothian Middle,Chesterfield County Public Schools,48.0,51.0,1.0
Midway Elementary,Dinwiddie County Public Schools,53.0,44.0,0.0
Miles Jones Elementary,Richmond City Public Schools,32.0,68.0,0.0
Mill Run Elementary,Loudoun County Public Schools,32.0,67.0,1.0
Millboro Elementary,Bath County Public Schools,63.0,37.0,0.0
Millbrook High,Frederick County Public Schools,39.0,55.0,3.0
Mills E. Godwin High,Henrico County Public Schools,36.0,62.0,2.0
Minnieville Elementary,Prince William County Public Schools,33.0,67.0,0.0
Monacan High,Chesterfield County Public Schools,40.0,57.0,2.0
Monelison Middle,Amherst County Public Schools,50.0,50.0,0.0
Moneta Elementary,Bedford County Public Schools,55.0,45.0,0.0
Montclair Elementary,Prince William County Public Schools,39.0,59.0,2.0
Monterey Elementary,Roanoke City Public Schools,47.0,40.0,0.0
Montessori Public School of Arlington,Arlington County Public Schools,22.0,73.0,3.0
Montevideo Middle,Rockingham County Public Schools,49.0,51.0,0.0
Monticello High,Albemarle County Public Schools,32.0,61.0,3.0
Montrose Elementary,Henrico County Public Schools,47.0,50.0,3.0
Montross Middle,Westmoreland County Public Schools,50.0,47.0,0.0
Montvale Elementary,Bedford County Public Schools,62.0,38.0,0.0
Moorefield Station Elementary,Loudoun County Public Schools,32.0,66.0,0.0
Morningside Elementary,Roanoke City Public Schools,38.0,44.0,0.0
Mosaic Elementary,Fairfax County Public Schools,26.0,74.0,0.0
Moss-Nuckols Elementary,Louisa County Public Schools,43.0,51.0,0.0
Mount Airy Elementary,Pittsylvania County Public Schools,63.0,37.0,0.0
Mount Eagle Elementary,Fairfax County Public Schools,27.0,68.0,2.0
Mount Pleasant Elementary,Roanoke County Public Schools,59.0,41.0,0.0
Mount Vernon Elementary,Alexandria City Public Schools,38.0,61.0,2.0
Mount Vernon High,Fairfax County Public Schools,24.0,72.0,3.0
Mount Vernon Woods Elementary,Fairfax County Public Schools,32.0,65.0,3.0
Mountain View Elementary,Albemarle County Public Schools,28.0,66.0,2.0
Mountain View Elementary,Alleghany Highlands Public Schools,47.0,47.0,0.0
Mountain View Elementary,Loudoun County Public Schools,26.0,74.0,0.0
Mountain View Elementary,Prince William County Public Schools,27.0,73.0,0.0
Mountain View Elementary,Roanoke County Public Schools,49.0,49.0,0.0
Mountain View Elementary,Rockbridge County Public Schools,59.0,35.0,6.0
Mountain View Elementary,Rockingham County Public Schools,44.0,56.0,0.0
Mountain View High,Fairfax County Public Schools,15.0,83.0,2.0
Mountain View High,Shenandoah County Public Schools,30.0,67.0,2.0
Nandua High,Accomack County Public Schools,42.0,49.0,0.0
Nandua Middle,Accomack County Public Schools,43.0,52.0,0.0
Nansemond Parkway Elementary,Suffolk City Public Schools,32.0,56.0,2.0
Nansemond River High,Suffolk City Public Schools,45.0,49.0,2.0
Naomi L. Brooks Elementary,Alexandria City Public Schools,26.0,70.0,4.0
Narrows High,Giles County Public Schools,43.0,57.0,0.0
Nathanael Greene Elementary,Greene County Public Schools,31.0,66.0,0.0
Natural Bridge Elementary,Rockbridge County Public Schools,39.0,58.0,0.0
Navy Elementary,Fairfax County Public Schools,27.0,71.0,0.0
Neabsco Elementary,Prince William County Public Schools,44.0,52.0,0.0
Nelson County High,Nelson County Public Schools,31.0,59.0,3.0
Nelson Middle,Nelson County Public Schools,37.0,58.0,5.0
New Castle Elementary,Virginia Beach City Public Schools,43.0,57.0,0.0
New London Academy Elementary,Bedford County Public Schools,41.0,59.0,0.0
Newington Forest Elementary,Fairfax County Public Schools,33.0,67.0,0.0
Newsome Park Elementary,Newport News City Public Schools,28.0,53.0,2.0
Newtown Elementary,Virginia Beach City Public Schools,50.0,40.0,2.0
Ni River Middle,Spotsylvania County Public Schools,48.0,50.0,0.0
Nickelsville Elementary,Scott County Public Schools,61.0,39.0,0.0
Norfolk Highlands Primary,Chesapeake City Public Schools,38.0,56.0,0.0
Norge Elementary,Williamsburg-James City County Public Schools,31.0,63.0,0.0
North Elementary,Colonial Heights City Public Schools,63.0,30.0,3.0
North Elementary,Prince George County Public Schools,61.0,25.0,2.0
North Fork Middle,Shenandoah County Public Schools,43.0,58.0,0.0
North Landing Elementary,Virginia Beach City Public Schools,41.0,56.0,0.0
North River Elementary,Augusta County Public Schools,64.0,36.0,0.0
North Springfield Elementary,Fairfax County Public Schools,36.0,64.0,0.0
North Stafford High,Stafford County Public Schools,42.0,44.0,1.0
Northampton High,Northampton County Public Schools,57.0,34.0,2.0
Northampton Middle,Northampton County Public Schools,69.0,23.0,0.0
Northern Shores Elementary,Suffolk City Public Schools,45.0,47.0,2.0
Northside High,Roanoke County Public Schools,39.0,59.0,0.0
Northside Middle,Norfolk City Public Schools,50.0,49.0,1.0
Northside Middle,Roanoke County Public Schools,48.0,47.0,3.0
Northumberland Elementary,Northumberland County Public Schools,60.0,38.0,0.0
Northumberland High,Northumberland County Public Schools,32.0,59.0,5.0
Northumberland Middle,Northumberland County Public Schools,42.0,58.0,0.0
Northwood High,Smyth County Public Schools,52.0,48.0,0.0
Northwood Middle,Smyth County Public Schools,73.0,28.0,0.0
Norton Elementary,Norton City Public Schools,65.0,26.0,5.0
Norview Elementary,Norfolk City Public Schools,33.0,60.0,5.0
Norview High,Norfolk City Public Schools,41.0,50.0,3.0
Norview Middle,Norfolk City Public Schools,49.0,43.0,2.0
Nottingham Elementary,Arlington County Public Schools,11.0,84.0,3.0
Nottoway Elementary,Southampton County Public Schools,41.0,48.0,0.0
Nottoway High,Nottoway County Public Schools,54.0,42.0,2.0
Nottoway Intermediate,Nottoway County Public Schools,56.0,35.0,6.0
Nottoway Middle,Nottoway County Public Schools,43.0,54.0,3.0
Nuckols Farm Elementary,Henrico County Public Schools,21.0,79.0,0.0
O. Trent Bonner Middle,Danville City Public Schools,49.0,45.0,0.0
O.B. Gates Elementary,Chesterfield County Public Schools,42.0,56.0,2.0
Oak Grove Elementary,Roanoke County Public Schools,54.0,43.0,0.0
Oak Grove/Bellemeade Elementary,Richmond City Public Schools,48.0,44.0,2.0
Oak Hill Elementary,Fairfax County Public Schools,20.0,79.0,2.0
Oak Knoll Middle,Hanover County Public Schools,41.0,57.0,0.0
Oak Point Elementary,Smyth County Public Schools,45.0,45.0,2.0
Oak Street Elementary,Falls Church City Public Schools,14.0,86.0,0.0
Oak View Elementary,Fairfax County Public Schools,40.0,60.0,0.0
Oakland Elementary,Carroll County Public Schools,50.0,46.0,4.0
Oakland Elementary,Suffolk City Public Schools,46.0,43.0,0.0
Oakridge Elementary,Arlington County Public Schools,33.0,60.0,2.0
Oakton Elementary,Fairfax County Public Schools,31.0,69.0,0.0
Oakton High,Fairfax County Public Schools,28.0,68.0,2.0
Occohannock Elementary,Northampton County Public Schools,56.0,41.0,3.0
Occoquan Elementary,Prince William County Public Schools,32.0,66.0,0.0
Ocean Lakes Elementary,Virginia Beach City Public Schools,52.0,45.0,2.0
Ocean Lakes High,Virginia Beach City Public Schools,45.0,51.0,1.0
Ocean View Elementary,Norfolk City Public Schools,42.0,56.0,0.0
Oceanair Elementary,Norfolk City Public Schools,33.0,58.0,0.0
Old Bridge Elementary,Prince William County Public Schools,23.0,75.0,0.0
Old Donation School,Virginia Beach City Public Schools,40.0,56.0,2.0
Old Hundred Elementary,Chesterfield County Public Schools,36.0,61.0,0.0
Olde Creek Elementary,Fairfax County Public Schools,31.0,69.0,0.0
Oliver C. Greenwood Elementary,Newport News City Public Schools,21.0,68.0,3.0
Open High,Richmond City Public Schools,12.0,88.0,0.0
Orange Elementary,Orange County Public Schools,51.0,40.0,0.0
Orange Hunt Elementary,Fairfax County Public Schools,28.0,71.0,0.0
Orchard View Elementary,Frederick County Public Schools,45.0,48.0,0.0
Osbourn High,Manassas City Public Schools,29.0,65.0,2.0
Osbourn Park High,Prince William County Public Schools,29.0,68.0,1.0
Oscar F. Smith High,Chesapeake City Public Schools,38.0,56.0,3.0
Oscar Smith Middle,Chesapeake City Public Schools,47.0,40.0,3.0
Otter River Elementary,Bedford County Public Schools,58.0,42.0,0.0
Ottobine Elementary,Rockingham County Public Schools,57.0,43.0,0.0
Overby-Sheppard Elementary,Richmond City Public Schools,26.0,74.0,0.0
P.B. Smith Elementary,Fauquier County Public Schools,41.0,52.0,0.0
Page County High,Page County Public Schools,46.0,46.0,5.0
Page County Middle,Page County Public Schools,67.0,33.0,0.0
Page Middle,Gloucester County Public Schools,45.0,51.0,0.0
Park Avenue Elementary,Danville City Public Schools,67.0,33.0,0.0
Park Ridge Elementary,Stafford County Public Schools,45.0,40.0,2.0
Park View Elementary,Portsmouth City Public Schools,40.0,44.0,6.0
Park View High,Loudoun County Public Schools,27.0,68.0,2.0
Parklawn Elementary,Fairfax County Public Schools,33.0,66.0,0.0
Parkside Elementary,Spotsylvania County Public Schools,46.0,44.0,2.0
Parkside Middle,Prince William County Public Schools,46.0,50.0,1.0
Parkway Elementary,Virginia Beach City Public Schools,48.0,53.0,0.0
Parry McCluer High,Buena Vista City Public Schools,43.0,50.0,0.0
Parry McCluer Middle,Buena Vista City Public Schools,60.0,33.0,0.0
Patrick Copeland Elementary,Hopewell City Public Schools,55.0,30.0,5.0
Patrick County High,Patrick County Public Schools,48.0,46.0,1.0
Patrick Henry Elementary,Martinsville City Public Schools,76.0,24.0,0.0
Patrick Henry High,Hanover County Public Schools,33.0,65.0,3.0
Patrick Henry High,Roanoke City Public Schools,37.0,50.0,1.0
Patrick Henry High,Washington County Public Schools,46.0,51.0,2.0
Patrick Henry K-8 School,Alexandria City Public Schools,32.0,57.0,3.0
Patrick Henry School Of Science And Arts,Richmond City Public Schools,36.0,60.0,0.0
Patrick Springs Primary,Patrick County Public Schools,54.0,42.0,0.0
Patriot High,Prince William County Public Schools,26.0,72.0,1.0
Paul Burbank Elementary,Hampton City Public Schools,52.0,34.0,3.0
Paul Munro Elementary,Lynchburg City Public Schools,44.0,50.0,0.0
Peak View Elementary,Rockingham County Public Schools,57.0,43.0,0.0
Pearl Sample Elementary,Culpeper County Public Schools,50.0,50.0,0.0
Pearson's Corner Elementary,Hanover County Public Schools,29.0,67.0,0.0
Peasley Middle,Gloucester County Public Schools,35.0,64.0,0.0
Pemberton Elementary,Henrico County Public Schools,33.0,63.0,4.0
Pembroke Elementary,Virginia Beach City Public Schools,47.0,47.0,0.0
Pembroke Meadows Elementary,Virginia Beach City Public Schools,56.0,33.0,8.0
Penn Forest Elementary,Roanoke County Public Schools,47.0,50.0,0.0
Pennington Middle,Lee County Public Schools,57.0,34.0,2.0
Pennington Traditional,Prince William County Public Schools,41.0,59.0,0.0
Perrymont Elementary,Lynchburg City Public Schools,56.0,38.0,0.0
Peter Muhlenberg Middle,Shenandoah County Public Schools,49.0,47.0,2.0
Petersburg High,Petersburg City Public Schools,45.0,46.0,0.0
Petsworth Elementary,Gloucester County Public Schools,44.0,44.0,0.0
Phillips Elementary,Hampton City Public Schools,42.0,58.0,0.0
Phoebus High,Hampton City Public Schools,46.0,43.0,1.0
Pinchbeck Elementary,Henrico County Public Schools,37.0,60.0,3.0
Pine Spring Elementary,Fairfax County Public Schools,31.0,67.0,0.0
Pinebrook Elementary,Loudoun County Public Schools,37.0,60.0,2.0
Piney Branch Elementary,Prince William County Public Schools,33.0,64.0,2.0
Plains Elementary,Rockingham County Public Schools,50.0,50.0,0.0
Plaza Middle,Virginia Beach City Public Schools,47.0,51.0,0.0
Pleasant Valley Elementary,Rockingham County Public Schools,42.0,58.0,0.0
Pleasants Lane Elementary,Petersburg City Public Schools,59.0,39.0,0.0
Pocahontas Elementary,Powhatan County Public Schools,46.0,48.0,3.0
Pocahontas Middle,Henrico County Public Schools,48.0,52.0,0.0
Poe Middle,Fairfax County Public Schools,32.0,68.0,0.0
Point O' View Elementary,Virginia Beach City Public Schools,41.0,55.0,0.0
Pole Green Elementary,Hanover County Public Schools,38.0,60.0,0.0
Poplar Tree Elementary,Fairfax County Public Schools,33.0,63.0,0.0
Poquoson Elementary,Poquoson City Public Schools,40.0,51.0,0.0
Poquoson High,Poquoson City Public Schools,42.0,55.0,2.0
Poquoson Middle,Poquoson City Public Schools,40.0,58.0,0.0
Post Oak Middle,Spotsylvania County Public Schools,35.0,61.0,0.0
Potomac Elementary,King George County Public Schools,44.0,51.0,2.0
Potomac Falls High,Loudoun County Public Schools,26.0,72.0,2.0
Potomac High,Prince William County Public Schools,32.0,63.0,1.0
Potomac Middle,Prince William County Public Schools,34.0,58.0,4.0
Potomac Shores Middle,Prince William County Public Schools,35.0,62.0,0.0
Potomac View Elementary,Prince William County Public Schools,48.0,44.0,0.0
Potowmack Elementary,Loudoun County Public Schools,22.0,75.0,3.0
Powell Elementary,Fairfax County Public Schools,20.0,77.0,0.0
Powhatan Elementary,Powhatan County Public Schools,33.0,59.0,4.0
Powhatan High,Powhatan County Public Schools,43.0,50.0,2.0
